,Country Name,Country Code,Continent,Year,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,pol_gen,exl_gen,cddrst_soc,hogrst_soc,hosrst_soc,just_pbadm,free_acexp,free_rel,pow_sxo,exl_eco,exl_geo,exl_pol,exl_soc,labour_share,Income Classification (World Bank Definition),power_soec,power_f,suffrage_f,dmr_f,"Compulsory education, duration (years) - SE.COM.DURS","School enrollment, secondary (% gross) - SE.SEC.ENRR",domestic_movement,slave,suffrage,minwage,si02,si03,si05,si07,fiscal,tariff,ODA,No. of Refugees (No of Accepted Applications)
4973,Mauritius,MUS,Africa,2018,14181930162.0,11208.3273,91.875,11.5942029,0.826,0.1,0.0,1.0,1.0,1.1179999999999999,1.3130000000000002,1.696,0.26,0.084,0.037000000000000005,0.11800000000000001,0.14300000000000002,0.9914650540000001,Upper-middle income,0.9,1.173,100.0,1.117,11.0,95.09619904,0.83,0.831,100.0,,6.52,11.63,19.22,52.8,,67.76892,-1357000000.0,11.0
4974,Malawi,MWI,Africa,2018,9712994565.0,535.3513456999999,77.5,16.66666667,0.745,0.529,0.0,,1.0,0.026000000000000002,1.325,1.57,-1.8719999999999999,0.598,0.6829999999999999,0.47700000000000004,0.475,0.616877927,Low income,0.511,0.981,100.0,1.2109999999999999,8.0,40.28176117,0.762,0.78,100.0,,2.83,11.49,18.84,41.49,2.0,85.66434,1762000000.0,4796.0
4975,Malaysia,MYS,Asia,2018,358715000000.0,11377.6542,50.0,13.90134529,0.787,0.418,1.0,1.0,1.0,0.19899999999999998,0.42700000000000005,-0.272,-0.655,0.39,0.287,0.461,0.48,0.703948817,Upper-middle income,0.534,0.7979999999999999,100.0,1.385,6.0,81.99226379,0.815,0.669,100.0,,1.48,11.25,18.1,40.76,,58.80222,-918000000.0,21110.0
4977,Namibia,NAM,Africa,2018,13681065175.0,5587.985613,86.25,46.15384615,0.8270000000000001,0.26,1.0,,1.0,2.189,2.029,2.21,0.966,0.41200000000000003,0.42200000000000004,0.221,0.321,0.8316403240000001,Upper-middle income,1.0,0.937,100.0,1.578,7.0,,0.8340000000000001,0.642,100.0,,3.58,10.55,16.84,31.71,,67.86085,347000000.0,364.0
4978,New Caledonia,NCL,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.85714,,
4979,Niger,NER,Africa,2018,12846952857.0,572.4301385,59.375,16.95906433,0.782,0.23800000000000002,1.0,1.0,1.0,1.26,1.983,1.219,0.018000000000000002,0.289,0.40700000000000003,0.23600000000000002,0.171,0.9381801,Low income,1.196,1.225,100.0,1.443,,,0.8320000000000001,0.6729999999999999,100.0,,,,,,3.5,85.66622,1286000000.0,1581.0
4980,Nigeria,NGA,Africa,2018,397190000000.0,2027.7785489999999,63.125,5.555555556,0.718,0.653,1.0,,1.0,-0.7909999999999999,2.639,1.069,-0.349,0.65,0.685,0.716,0.642,0.782406405,Lower-middle income,0.254,0.619,100.0,1.172,9.0,,0.768,0.797,100.0,,11.67,8.11,15.21,99.9,3.0,60.32487,3916000000.0,220.0
4981,Nicaragua,NIC,North America,2018,13025208220.0,2014.570287,86.25,45.65217391,0.7140000000000001,0.455,1.0,,1.0,-1.558,-2.376,0.7390000000000001,0.61,0.617,0.7909999999999999,0.858,0.664,0.884965091,Lower-middle income,-0.462,0.397,100.0,0.272,7.0,,0.39,0.789,100.0,,,,,,4.0,66.56899,501000000.0,
4982,Netherlands,NLD,Europe,2018,913597000000.0,53018.62936,97.5,36.0,0.907,0.04,1.0,1.0,1.0,1.5430000000000001,2.245,2.408,3.225,0.019,0.053,0.019,0.023,0.843785608,High income,1.796,2.388,100.0,1.883,13.0,134.2794342,0.9059999999999999,0.9179999999999999,100.0,,1.96,6.16,22.3,,,55.943290000000005,,3284.0
4983,Norway,NOR,Europe,2018,437000000000.0,82267.80932,96.875,41.42011834,0.956,0.018000000000000002,1.0,1.0,1.0,3.105,3.142,2.6889999999999996,2.478,0.012,0.049,0.012,0.019,0.80173913,High income,2.38,3.668,100.0,2.224,10.0,117.4500885,0.935,0.927,100.0,,0.75,,22.33,97.82,,63.522690000000004,,1441.0
4984,Nepal,NPL,Asia,2018,33111525183.0,1178.525932,71.875,32.72727273,0.77,0.27899999999999997,1.0,1.0,1.0,0.682,1.403,1.002,0.851,0.258,0.48700000000000004,0.368,0.38299999999999995,0.830882514,Low income,0.9390000000000001,2.036,100.0,0.115,10.0,,0.71,0.653,100.0,,1.56,11.93,13.54,67.25,3.0,78.56996,1477000000.0,153.0
4985,Nauru,NRU,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.91339,38000000.0,
4986,New Zealand,NZL,Oceania,2018,212226000000.0,43306.07,94.375,38.33333333,0.955,0.059000000000000004,1.0,1.0,1.0,3.228,3.022,2.722,2.496,0.179,0.081,0.04,0.064,0.8115876470000001,High income,1.1179999999999999,2.7680000000000002,100.0,2.614,10.0,114.6388321,0.9540000000000001,0.731,100.0,,,,,,,47.24443,,212.0
4988,Oman,OMN,Asia,2018,79788768969.0,16521.20623,35.625,1.176470588,0.379,0.7120000000000001,1.0,,1.0,0.855,-0.565,-0.322,-1.7369999999999999,0.40700000000000003,0.39399999999999996,0.247,0.557,0.60310657,High income,-0.733,-0.652,100.0,-0.5660000000000001,10.0,106.66599270000002,0.522,0.278,100.0,,,,,,,62.866580000000006,,0.0
4990,Pakistan,PAK,Asia,2018,314568000000.0,1482.213067,52.5,20.23460411,0.603,0.253,1.0,0.0,0.0,-0.995,-1.0490000000000002,-1.113,-0.679,0.512,0.325,0.231,0.301,0.9231358559999999,Lower-middle income,-1.281,0.877,100.0,-0.648,12.0,42.67465973,0.428,0.594,100.0,,7.97,7.14,16.19,83.8,2.5,33.449940000000005,1164000000.0,16.0
4991,Panama,PAN,North America,2018,64928300000.0,15544.733519999998,79.375,18.30985915,0.821,0.177,1.0,,1.0,0.915,2.44,2.1109999999999998,0.491,0.386,0.33899999999999997,0.161,0.259,0.845496017,Upper-middle income,0.033,1.143,100.0,1.9069999999999998,11.0,,0.787,0.7090000000000001,100.0,,1.74,12.49,15.73,100.43,,40.031079999999996,2078000000.0,84.0
4992,Peru,PER,South America,2018,222575000000.0,6957.793411,95.0,27.69230769,0.852,0.426,1.0,,1.0,0.777,2.0909999999999997,2.255,-0.299,0.45,0.532,0.11699999999999999,0.594,0.82343929,Upper-middle income,0.97,1.5090000000000001,100.0,1.48,14.0,106.44541170000001,0.8390000000000001,0.7929999999999999,100.0,,3.27,12.46,14.75,103.49,,75.76139,266000000.0,556.0
4993,Philippines,PHL,Asia,2018,346842000000.0,3252.1102739999997,78.75,29.45205479,0.826,0.23,1.0,,1.0,-0.731,0.415,0.75,0.6759999999999999,0.58,0.478,0.361,0.322,1.008450534,Lower-middle income,-0.305,1.504,100.0,1.3719999999999999,13.0,84.04538727,0.812,0.7,100.0,,1.67,10.67,14.94,63.16,,62.13985,4552000000.0,124.0
4994,Palau,PLW,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.25,102000000.0,
4995,Papua New Guinea,PNG,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0.847,0.637,100.0,,,,,,2.5,74.19547,678000000.0,5.0
4996,Poland,POL,Europe,2018,587409000000.0,15468.40941,93.75,28.04347826,0.8690000000000001,0.051,1.0,1.0,1.0,0.7829999999999999,0.674,1.567,1.3559999999999999,0.053,0.092,0.099,0.05,0.842453895,High income,1.686,1.912,100.0,1.3940000000000001,10.0,111.9701996,0.7829999999999999,0.7979999999999999,100.0,,3.85,9.77,18.33,68.07,,59.13875,,171.0
4998,Puerto Rico,PRI,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.12821,,
5000,Portugal,PRT,Europe,2018,242195000000.0,23551.04829,97.5,34.782608700000004,0.935,0.083,1.0,1.0,1.0,1.7069999999999999,2.502,2.699,2.13,0.115,0.066,0.03,0.06,0.799971098,High income,1.253,1.764,100.0,2.439,12.0,120.8339767,0.9440000000000001,0.8079999999999999,100.0,,9.43,7.04,15.15,51.96,,53.38378,,170.0
5001,Paraguay,PRY,South America,2018,40225448341.0,5782.78455,94.375,15.0,0.718,0.452,1.0,,1.0,0.038,1.829,2.248,-0.665,0.636,0.53,0.51,0.705,0.91178354,Upper-middle income,-0.16,0.48200000000000004,100.0,1.6869999999999998,13.0,,0.87,0.613,100.0,,2.51,8.42,17.55,79.73,,75.57549,289000000.0,49.0
5002,West Bank and Gaza,PSE,Asia,2018,16276600000.0,3562.330943,38.125,,0.607,0.526,1.0,1.0,1.0,-0.47700000000000004,1.41,2.237,-1.547,0.413,0.295,0.613,0.46399999999999997,,Lower-middle income,-0.098,0.015,37.08,0.004,10.0,89.48774719,,,,,,,,,,,,
5005,French Polynesia,PYF,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7732,,
5006,Qatar,QAT,Asia,2018,183335000000.0,65907.94842999999,29.375,9.756097561,0.418,0.591,0.0,1.0,1.0,0.688,-0.39,-1.558,-1.808,0.332,0.177,0.39799999999999996,0.69,0.733040609,High income,-1.704,-0.505,0.0,-1.5659999999999998,9.0,,0.324,0.175,0.0,,,,,,,51.959179999999996,,0.0
5007,Romania,ROU,Europe,2018,241457000000.0,12398.98198,90.625,20.66869301,0.8759999999999999,0.14300000000000002,1.0,1.0,1.0,0.055,1.129,1.379,0.909,0.244,0.252,0.158,0.214,0.801828069,Upper-middle income,0.49,1.196,100.0,1.864,10.0,89.06909943,0.866,0.7040000000000001,100.0,,4.96,9.34,20.71,58.51,,63.18756,,306.0
5008,Russian Federation,RUS,Europe,2018,1657330000000.0,11287.35528,73.125,15.77777778,0.736,0.262,1.0,1.0,1.0,-0.755,-0.381,-0.031,-1.1340000000000001,0.386,0.267,0.292,0.188,0.7759770229999999,Upper-middle income,-0.841,0.20199999999999999,100.0,1.4980000000000002,11.0,103.7631073,,,,,10.12,9.97,12.15,73.05,,,,26.0
5009,Rwanda,RWA,Africa,2018,9640280084.0,783.6371627999999,78.125,61.25,0.794,0.16399999999999998,1.0,1.0,1.0,1.3630000000000002,-1.3259999999999998,0.051,-1.433,0.8340000000000001,0.8540000000000001,0.858,0.816,0.804482865,Low income,-1.081,2.026,100.0,0.867,6.0,40.89606094,0.674,0.8190000000000001,100.0,,5.81,16.17,25.52,68.15,4.0,87.1334,1218000000.0,35.0
5011,Saudi Arabia,SAU,Asia,2018,786522000000.0,23337.01755,38.125,19.86754967,0.289,0.887,1.0,,1.0,-0.473,-1.6680000000000001,-2.211,-2.016,0.513,0.36,0.11199999999999999,0.645,0.8127935390000001,High income,-1.235,-1.859,0.0,-2.369,9.0,110.0862808,0.209,0.252,0.0,,1.95,15.19,20.29,157.22,,63.794309999999996,,113.0
5012,Sudan,SDN,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0.16899999999999998,0.31,100.0,,,,,,2.5,71.70264,968000000.0,3756.0
5013,Senegal,SEN,Africa,2018,23116699808.0,1458.069093,63.75,41.81818182,0.851,0.28800000000000003,1.0,1.0,1.0,0.835,2.26,1.203,0.26899999999999996,0.275,0.231,0.247,0.233,0.8781922529999999,Low income,0.927,1.5919999999999999,100.0,1.805,11.0,,0.899,0.723,100.0,,,,,,3.5,75.7741,2264000000.0,76.0
5014,Singapore,SGP,Asia,2018,375982000000.0,66679.04649,82.5,23.0,0.812,0.037000000000000005,0.0,1.0,1.0,3.116,-0.111,1.179,0.331,0.026000000000000002,0.031,0.08800000000000001,0.092,0.741625929,High income,0.595,1.62,100.0,1.2990000000000002,6.0,105.8442993,0.831,0.28600000000000003,100.0,,1.31,9.03,16.81,39.49,,67.27161,,
5015,Solomon Islands,SLB,Oceania,2018,1574599183.0,2411.8629260000002,56.875,2.040816327,0.484,0.805,1.0,1.0,1.0,0.107,1.9469999999999998,1.146,-1.177,0.6,0.8540000000000001,0.281,0.37,0.8190964959999999,Lower-middle income,0.262,-0.495,100.0,-0.05,,,0.636,0.752,100.0,,,,,,2.5,71.46172,206000000.0,
5016,Sierra Leone,SLE,Africa,2018,4085114794.0,533.9915333,63.125,12.32876712,0.7959999999999999,0.316,0.0,,0.0,1.36,1.725,2.338,-0.804,0.43700000000000006,0.44799999999999995,0.581,0.369,0.8521765509999999,Low income,0.35600000000000004,1.0,100.0,1.162,9.0,,0.795,0.765,100.0,,,,,,3.0,77.04505,521000000.0,
5017,El Salvador,SLV,North America,2018,26020850000.0,4052.624775,88.75,30.95238095,0.75,0.636,1.0,,1.0,-0.42,1.435,2.261,0.0,0.8420000000000001,0.69,0.527,0.5710000000000001,0.803821192,Lower-middle income,-0.524,0.174,100.0,0.8190000000000001,15.0,71.66178894,0.7390000000000001,0.6609999999999999,100.0,,1.85,13.05,16.57,129.24,,74.24703000000001,757000000.0,5.0
5018,San Marino,SMR,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.47887,,
5019,Somalia,SOM,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0.16399999999999998,0.345,0.0,,,,,,,56.869569999999996,1581000000.0,459.0
5020,Serbia,SRB,Europe,2018,50640650221.0,7252.401858,93.75,34.4,0.843,0.16699999999999998,1.0,1.0,1.0,-0.359,0.84,1.433,1.77,0.205,0.17800000000000002,0.245,0.262,0.781707397,Upper-middle income,0.845,0.8640000000000001,100.0,1.298,8.0,95.08724213,0.778,0.715,100.0,,,,,,,78.27605,1176000000.0,71.0
5022,South Sudan,SSD,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0.087,0.163,100.0,,,,,,1.0,39.78495,1570000000.0,0.0
5026,Suriname,SUR,South America,2018,3996247906.0,6938.086981,63.125,25.49019608,0.863,0.381,1.0,,1.0,-0.07200000000000001,1.567,1.239,1.33,0.501,0.373,0.415,0.516,0.524400729,Upper-middle income,0.606,1.33,100.0,1.466,6.0,82.26363373,0.8809999999999999,0.64,100.0,,,,,,,77.22771999999999,68000000.0,10.0
5027,Slovak Republic,SVK,Europe,2018,105475000000.0,19364.6201,94.375,20.0,0.888,0.067,1.0,1.0,1.0,1.17,1.3719999999999999,0.8909999999999999,1.092,0.168,0.10400000000000001,0.075,0.125,0.8177135759999999,High income,0.846,1.3219999999999998,100.0,2.194,10.0,91.36260986,,,,,3.08,10.58,18.43,68.69,,,,5.0
5028,Slovenia,SVN,Europe,2018,54135187444.0,26103.16026,93.75,24.44444444,0.9440000000000001,0.031,1.0,1.0,1.0,2.541,2.41,1.163,1.445,0.087,0.087,0.034,0.036000000000000004,0.797068056,High income,1.507,1.626,100.0,1.203,9.0,114.48921200000001,0.812,0.845,100.0,,6.01,10.69,17.95,70.3,,72.40756,,94.0
5029,Sweden,SWE,Europe,2018,555455000000.0,54589.06039,100.0,46.13180516,0.943,0.026000000000000002,1.0,1.0,1.0,3.198,3.103,2.451,2.278,0.04,0.059000000000000004,0.019,0.026000000000000002,0.8460613370000001,High income,1.548,3.497,100.0,1.796,9.0,151.7045441,0.8540000000000001,0.9620000000000001,100.0,,0.49,6.18,21.58,50.88,,60.7316,,6808.0
5030,Eswatini,SWZ,Africa,2018,4665424249.0,4105.897212,43.75,7.246376812,0.382,0.43200000000000005,1.0,1.0,1.0,-0.466,-0.499,0.11900000000000001,-0.9259999999999999,0.509,0.434,0.779,0.38299999999999995,0.783474146,Lower-middle income,-0.326,-0.10400000000000001,100.0,-0.273,7.0,,0.5579999999999999,0.134,100.0,,9.32,13.11,18.75,19.12,,56.9612,124000000.0,73.0
5031,Sint Maarten (Dutch part),SXM,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.55556,,
5032,Seychelles,SYC,Africa,2018,1586009000.0,16390.82491,76.25,21.21212121,0.8370000000000001,0.151,1.0,,1.0,1.4280000000000002,0.821,0.929,-0.39899999999999997,0.171,0.038,0.315,0.23600000000000002,0.823971474,High income,0.55,1.024,100.0,2.221,10.0,81.44790649,0.9179999999999999,0.79,100.0,,4.43,10.11,20.6,19.22,,64.27962,,
5033,Syrian Arab Republic,SYR,Asia,2018,,,36.875,13.2,0.32,0.669,1.0,1.0,0.0,-2.181,-2.3209999999999997,-1.676,-1.739,0.578,0.449,0.884,0.9079999999999999,,Lower-middle income,-1.591,-2.349,45.33,-1.4280000000000002,9.0,,,,,,,,,,,,,274.0
5034,Turks and Caicos Islands,TCA,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.15976,,
5035,Chad,TCD,Africa,2018,11239167048.0,726.1510071,66.25,15.25423729,0.5529999999999999,0.77,0.0,,1.0,-2.123,0.774,0.4,-1.173,0.898,0.762,0.752,0.7240000000000001,0.724136124,Low income,-1.155,0.067,100.0,0.845,10.0,20.21027946,0.6940000000000001,0.462,100.0,,28.63,11.34,16.75,56.53,3.0,67.84074,872000000.0,394.0
5038,Togo,TGO,Africa,2018,7112200725.0,901.5230169,84.375,17.58241758,0.767,0.275,0.0,1.0,1.0,-0.602,2.147,1.7730000000000001,1.061,0.561,0.608,0.616,0.396,0.665679207,Low income,0.325,1.713,100.0,1.429,10.0,,0.768,0.86,100.0,,,,,,3.0,86.19511999999999,429000000.0,68.0
5039,Thailand,THA,Asia,2018,506611000000.0,7296.879608,75.0,5.284552846,0.685,0.19399999999999998,1.0,1.0,1.0,-1.171,-1.4080000000000001,1.187,1.7590000000000001,0.379,0.324,0.581,0.511,0.76174027,Upper-middle income,0.23800000000000002,2.602,100.0,0.866,9.0,117.73880770000001,0.682,0.38,100.0,,3.08,10.78,17.88,52.8,,54.44641,5614000000.0,642.0
5040,Tajikistan,TJK,Asia,2018,7765014424.0,853.2188733999999,78.75,19.04761905,0.441,0.792,0.0,,0.0,-0.976,-2.343,-0.905,-1.247,0.958,0.867,0.784,0.782,1.02981806,Lower-middle income,-1.83,-0.639,100.0,-0.373,9.0,,0.45899999999999996,0.503,100.0,,,,,,3.5,45.78696,494000000.0,580.0
5041,Turkmenistan,TKM,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,0.5760000000000001,100.0,,,,,,,56.16562,122000000.0,
5043,Timor-Leste,TLS,,2018,1559894900.0,1230.22528,83.125,33.84615385,0.747,0.568,1.0,1.0,1.0,0.8290000000000001,1.649,1.225,0.64,0.7240000000000001,0.797,0.475,0.46799999999999997,0.75963103,Lower-middle income,0.287,0.631,100.0,1.315,9.0,83.61746216,0.768,0.785,100.0,,,,,,2.5,,,
5044,Timor-Leste,TLS,Asia,2018,1559894900.0,1230.22528,83.125,33.84615385,0.747,0.568,1.0,1.0,1.0,0.8290000000000001,1.649,1.225,0.64,0.7240000000000001,0.797,0.475,0.46799999999999997,0.75963103,Lower-middle income,0.287,0.631,100.0,1.315,9.0,83.61746216,0.768,0.785,100.0,,,,,,2.5,,,
5046,Tonga,TON,Oceania,2018,489235527.4,4740.700272,58.75,7.407407407000001,,,,,,,,,,,,,,0.9698507470000001,Upper-middle income,,,,,15.0,,,,,,3.58,20.54,27.01,35.82,3.5,69.53405,100000000.0,
5049,Trinidad and Tobago,TTO,North America,2018,23679919655.0,17037.86236,75.0,30.95238095,0.9,0.109,1.0,1.0,1.0,1.172,2.028,2.0780000000000003,1.8530000000000002,0.184,0.086,0.14800000000000002,0.163,0.780621097,High income,0.867,1.709,100.0,1.666,7.0,,0.7859999999999999,0.809,100.0,,3.04,12.1,20.88,51.97,,87.44323,,540.0
5050,Tunisia,TUN,Africa,2018,39770478673.0,3438.8050670000002,67.5,31.33640553,0.867,0.153,1.0,1.0,0.0,1.026,0.907,0.364,-0.28600000000000003,0.136,0.204,0.129,0.145,0.936506842,Lower-middle income,1.5290000000000001,1.3769999999999998,100.0,1.188,9.0,,0.79,0.768,100.0,,,,,,,53.624280000000006,1861000000.0,25.0
5051,Turkey,TUR,Asia,2018,778377000000.0,9453.196172,82.5,17.44966443,0.5,0.52,1.0,,1.0,-1.765,-2.209,-0.6609999999999999,-0.769,0.321,0.19,0.7709999999999999,0.733,0.8444147240000001,Upper-middle income,0.899,0.11699999999999999,100.0,-0.41,12.0,104.47882840000001,0.451,0.509,100.0,,3.6869099999999997,10.7939,17.2963,68.345,,44.60634,7773000000.0,4934.0
5052,Tuvalu,TUV,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,76.35135,28000000.0,
5053,Tanzania,TZA,Africa,2018,57003713748.0,1042.838759,81.25,37.17948718,0.8079999999999999,0.48200000000000004,0.0,,1.0,0.613,0.493,0.43200000000000005,-1.5630000000000002,0.498,0.522,0.642,0.29,0.86803551,Low income,0.8059999999999999,1.5490000000000002,100.0,1.347,7.0,29.43507957,0.763,0.653,100.0,,9.93009,11.8525,17.1441,53.6345,3.5,85.02377,2443000000.0,10.0
5054,Uganda,UGA,Africa,2018,32912338571.0,770.2570601,70.0,34.29844098,0.7809999999999999,0.40700000000000003,1.0,,1.0,0.152,0.418,1.496,-1.94,0.626,0.583,0.5489999999999999,0.7170000000000001,0.820667281,Low income,0.7,0.993,100.0,0.971,7.0,,0.698,0.604,100.0,,3.3357,13.9016,21.5689,54.0647,4.0,86.41877,2704000000.0,20011.0
5055,Ukraine,UKR,Europe,2018,130902000000.0,3096.817402,79.375,12.29314421,0.8540000000000001,0.084,1.0,0.0,0.0,-0.32,0.259,0.457,2.679,0.39899999999999997,0.16699999999999998,0.284,0.268,0.8984049140000001,Lower-middle income,-1.929,1.597,90.48,1.716,11.0,,0.818,0.731,90.48,,52.8476,10.765999999999998,16.1849,86.027,,68.39986999999999,2580000000.0,36.0
5057,Uruguay,URY,South America,2018,64515038268.0,18703.86029,88.75,20.2020202,0.915,0.044000000000000004,1.0,,1.0,2.884,3.633,1.7919999999999998,2.0,0.081,0.08900000000000001,0.02,0.048,0.764981991,High income,1.6019999999999999,1.633,100.0,1.689,14.0,121.176239,0.8740000000000001,0.904,100.0,,2.25532,11.1883,19.4482,51.6204,,70.60002,,52.0
5058,United States,USA,North America,2018,20611900000000.0,63064.418410000006,91.25,23.50230415,0.9109999999999999,0.08,1.0,,1.0,2.125,2.845,1.9180000000000001,2.0069999999999997,0.13,0.061,0.018000000000000002,0.105,0.8489755920000001,High income,0.6,1.8090000000000002,100.0,2.035,12.0,99.27558136,,,,,0.913162,11.6862,14.7747,,,42.5337,,35189.0
5059,Uzbekistan,UZB,Asia,2018,50392607758.0,1529.082864,64.375,16.0,0.614,0.406,1.0,,0.0,-0.39299999999999996,-0.665,-0.943,-1.5959999999999999,0.521,0.546,0.366,0.501,0.7980199490000001,Lower-middle income,-0.38,0.594,100.0,-0.23600000000000002,12.0,94.98806763,0.364,0.353,100.0,,1.27872,12.4424,15.6365,46.7226,4.0,77.8193,2880000000.0,
5060,St. Vincent and the Grenadines,VCT,North America,2018,811300000.0,7361.400962000001,68.125,13.04347826,,,,,,,,,,,,,,0.815522999,Upper-middle income,,,,,12.0,107.22640990000002,,,,,,,,,3.0,,,
5061,"Venezuela, RB",VEN,South America,2018,,,85.0,22.15568862,0.7609999999999999,0.125,1.0,,1.0,-1.745,-0.461,0.498,0.462,0.435,0.32899999999999996,0.9540000000000001,0.379,,Upper-middle income,1.1159999999999999,1.912,100.0,0.6609999999999999,17.0,,,,,,,,,,,,,615.0
5062,British Virgin Islands,VGB,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.65013,,
5063,Virgin Islands (U.S.),VIR,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5064,Vietnam,VNM,Asia,2018,245214000000.0,2566.447487,78.75,26.72064777,0.7759999999999999,0.305,1.0,1.0,1.0,-0.096,-0.546,-0.45299999999999996,1.5930000000000002,0.331,0.48,0.534,0.302,0.7922386159999999,Lower-middle income,0.621,1.215,100.0,1.294,10.0,,0.779,0.602,100.0,,1.8042099999999999,7.67663,11.9458,50.6851,,56.38596999999999,7197000000.0,
5065,Vanuatu,VUT,Oceania,2018,914727908.1,3125.404999,58.125,0.0,0.639,0.392,1.0,1.0,1.0,1.7630000000000001,2.25,1.8219999999999998,0.002,0.332,0.45899999999999996,0.099,0.14800000000000002,0.9168106079999999,Lower-middle income,1.65,0.878,100.0,0.848,,,0.752,0.826,100.0,,16.0617,10.3832,18.6872,22.1024,3.0,79.91886,130000000.0,
5067,Samoa,WSM,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.60416,16.6161,27.2728,93.3885,4.5,75.64766999999999,182000000.0,
5068,Kosovo,XKX,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,0.598,0.797,100.0,,,,,,2.5,,,
5069,"Yemen, Rep.",YEM,,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,255.0
5070,South Africa,ZAF,Africa,2018,368289000000.0,6372.605654999999,88.125,42.7480916,0.863,0.39399999999999996,1.0,,1.0,0.256,2.057,2.2880000000000003,1.403,0.46,0.504,0.35600000000000004,0.504,0.813195615,Upper-middle income,1.18,1.5030000000000001,100.0,1.7,9.0,100.5111694,0.883,0.6859999999999999,100.0,,3.72802,8.42154,16.0942,45.6393,,61.39849,4121000000.0,650.0
5071,Zambia,ZMB,Africa,2018,26311637647.0,1516.3711,78.75,17.96407186,0.7659999999999999,0.355,1.0,,0.0,-0.09300000000000001,0.556,2.094,-0.353,0.461,0.527,0.857,0.552,0.773737773,Lower-middle income,0.457,0.688,100.0,1.063,7.0,,0.722,0.79,100.0,,10.9512,11.1582,22.1027,86.37700000000001,2.0,92.19688000000001,1101000000.0,12383.0
5072,Zimbabwe,ZWE,Africa,2018,19523622342.0,1352.1626529999999,86.875,31.48148148,0.7490000000000001,0.364,1.0,,1.0,-1.168,-0.38299999999999995,1.636,-0.204,0.45899999999999996,0.489,0.733,0.5529999999999999,1.031006714,Low income,-0.7709999999999999,0.46,100.0,1.0,7.0,,0.7070000000000001,0.76,100.0,,,,,,2.5,81.702,746000000.0,209.0
5073,Aruba,ABW,North America,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.152140000000003,,
5075,Afghanistan,AFG,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.617,100.0,,,,,,3.0,62.49523000000001,4156000000.0,0.0
5077,Angola,AGO,Africa,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.764,0.595,100.0,,,,,,,47.2562,83000000.0,
5078,Albania,ALB,Europe,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.9309999999999999,0.8690000000000001,100.0,,8.37,10.45,18.28,59.38,,59.46634,327000000.0,23.0
5079,Andorra,AND,,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.31766,,
5081,United Arab Emirates,ARE,Asia,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.253,0.316,27.804000000000002,,6.46,,17.69,62.49,,40.90274,,165.0
5082,Argentina,ARG,South America,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.9279999999999999,0.815,100.0,,5.75,13.47,17.49,98.55,,67.51131,3481000000.0,419.0
5083,Armenia,ARM,Asia,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.924,0.862,100.0,,5.51,14.14,17.58,49.92,,78.88889,750000000.0,82.0
5085,Antigua and Barbuda,ATG,North America,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.10345,26000000.0,
5086,Australia,AUS,Oceania,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.8340000000000001,0.838,100.0,,0.96,7.53,15.65,19.04,,54.154669999999996,,5022.0
5087,Austria,AUT,Europe,2019,,,,,,,,,,,,,,,,,,,,,,,,,,0.895,0.903,100.0,,1.63,7.95,18.35,60.61,,62.694669999999995,,9710.0
